lat,lng,iso2,population
45.35,11.6667,IT,9014
47.9714,24.0047,UA,9255
36.6061,4.6389,DZ,8931
43.6419,-1.4322,FR,8892
47.2533,8.7703,CH,8595
45.4416,-93.5981,US,9300
49.0519,11.7828,DE,9224
41.7714,-71.0157,US,9299
16.65,103.3,TH,9213
48.05,11.7,DE,8823
51.6167,12.1167,DE,9216
43.2818,-78.6932,US,9297
17.1333,-93.1667,MX,9210
45.8056,4.7531,FR,8675
34.9985,-80.6905,US,9295
45.4761,10.24,IT,9271
42.7928,-80.9361,CA,9292
-37.2833,142.9167,AU,8297
48.8133,9.5789,DE,8863
41.35,26.5,GR,9263
35.1091,-5.4577,MA,9236
46.806,-95.8449,US,9288
44.9058,7.6725,IT,9274
50.1958,4.5431,BE,9228
-19.6528,-42.8719,BR,9275
-5.6169,-47.7689,BR,9275
50.9625,10.0597,DE,9165
43.5517,5.1947,FR,8666
22.9809,88.6748,IN,8039
44.95,10.8167,IT,9103
47.1761,8.4264,CH,8807
47.4,9.0333,CH,9072
33.6177,-86.8015,US,9284
20.9233,-98.9497,MX,9264
39.2174,-84.552,US,9283
15.6078,103.8,TH,9183
18.5333,84.1667,IN,8941
-22.0036,-50.3853,BR,9278
-21.2528,-46.5769,BR,9238
53.6337,14.0202,DE,9153
-20.2597,-69.7862,CL,9277
53.3864,9.005,DE,9204
16.43,79.834,IN,8931
37.8833,-8.1667,PT,9257
41.2008,-8.3306,PT,7299
48.6675,25.5003,UA,9113
54.91,8.3075,DE,9032
43.5891,-70.238,US,9275
52.2194,7.8125,DE,9145
38.4351,-81.7706,US,9274
40.7272,-3.8611,ES,9202
40.8698,-77.8154,US,9273
51.2667,9.4833,DE,8781
56.7903,53.3806,RU,9243
47.4731,9.7539,AT,8429
17.0465,-96.6363,MX,8918
31.7667,-7.7833,MA,9237
49.7208,15.6702,CZ,9103
24.7262,-81.0376,US,9271
42.303,-85.6286,US,9271
45.5,9.3667,IT,9269
14.0706,5.6715,NE,9064
50.3744,7.2808,DE,8895
34.0999,-2.6219,MA,9259
7.7667,-80.2833,PA,9255
51.7667,8.9333,DE,9147
-22.8928,-49.9858,BR,9223
47.1828,7.5586,CH,8567
49.8386,35.6217,UA,9235
41.9127,-8.5622,PT,9198
37.7825,-79.444,US,9264
42.0399,-71.5313,US,9263
40.7717,-73.1271,US,9262
28.9451,-82.3781,US,9261
-21.2364,-47.9733,BR,9178
46.7833,7.1667,CH,8193
49.7333,20.7167,PL,9155
61.4833,129.15,RU,9256
37.7833,14.6,IT,9202
16.4722,81.5295,IN,8645
44.7194,11.5331,IT,9087
56.6667,59.3,RU,9243
23.0125,87.5936,IN,8483
51.5167,13.4,DE,9188
41.051,-80.352,US,9254
42.1167,-8.2667,PT,9213
-33.4186,149.6056,AU,8968
43.3215,-76.1582,US,9251
39.6672,-79.8565,US,9251
46.255,33.2906,UA,9224
29.9374,-90.203,US,9250
43.9292,4.9944,FR,8996
51.0059,-2.1969,GB,7314
41.3456,19.5672,AL,7568
41.1683,-111.9783,US,9248
50.9667,3.1833,BE,8988
52.0667,9.5833,DE,9150
38.0167,-4.3833,ES,9231
47.871,-121.8043,US,9246
12.9057,102.2663,TH,9210
41.2021,-76.7854,US,9245
39.1856,-84.3734,US,9245
44.93,10.3758,IT,9056
-13.25,-41.6639,BR,9226
41.4678,2.0647,ES,8401
48.5442,34.8664,UA,9175
24.0317,87.8838,IN,8163
-10.6958,-37.0308,BR,9221
32.0132,-106.5984,US,9239
43.6272,3.4322,FR,8962
45.7711,3.1936,FR,8543
39.3622,-121.6971,US,9237
40.9884,-74.0637,US,9237
44.3489,4.7686,FR,8836
-9.4828,-37.3769,BR,9155
49.5333,11.15,DE,8472
40.6833,30.6253,TR,9090
31.8728,56.0236,IR,9232
50.6,17.0444,PL,9154
40.4138,-74.5626,US,9234
62.5675,6.3722,NO,9200
17.7667,80.8,IN,8889
42.9921,-77.1897,US,9233
46.3872,5.8633,FR,9103
52.52,-0.26,GB,9174
52.2667,13.5333,DE,9140
37.9794,68.689,TJ,8925
16.9,81,IN,8564
43.3494,5.6047,FR,8858
35.0764,-4.2167,MA,9176
49.3097,12.84,DE,9093
43.1633,-77.3132,US,9228
16.7333,81.1667,IN,8925
45.2865,9.857,IT,8915
41.1666,-80.6963,US,9227
45.2333,11.4658,IT,9026
39.45,16.2833,IT,9206
33.6467,130.5,JP,8986
-34.55,150.3833,AU,8579
28.05,9.55,DZ,9225
49.3103,28.4808,UA,9137
38.0563,-85.6848,US,9225
47.9194,19.6978,HU,9099
39.8519,-0.4896,ES,9139
48.4676,-122.3298,US,9224
38.8475,-9.2714,PT,8983
42.7594,86.3231,CN,9220
22.555,88.6138,IN,7516
45.8488,-66.4788,CA,9223
50.7586,5.6086,BE,8986
43.8408,10.7475,IT,8919
41.4723,-87.6176,US,9221
34.8901,-82.4241,US,9220
39.4228,8.9217,IT,9110
41.2,32.3333,TR,9170
52.268,-1.524,GB,9129
46.2167,13.2167,IT,8964
32.2,-7.3,MA,9122
39.3819,-76.4573,US,9216
30.7257,-87.8601,US,9214
48.9167,20.8744,SK,8828
47.3611,-1.9419,FR,8872
47.2878,5.0636,FR,8416
47.4803,8.2222,CH,7654
50.1089,4.9561,BE,9160
-44.7081,169.1239,NZ,8900
12.414,124.279,PH,8882
49.4892,0.5711,FR,8744
17.1329,78.4367,IN,8795
44.9944,-92.9031,US,9210
38.9014,-90.0467,US,9210
41.3604,-75.9662,US,9208
53.6167,10.4,DE,8896
38.7961,-123.0151,US,9205
50.2733,2.7594,FR,7878
45.5336,11.9659,IT,8774
38.6404,-77.409,US,9204
42.9859,-77.5479,US,9203
30.05,-9.6833,MA,9087
41.5685,-74.3168,US,9202
48.7103,6.1864,FR,8123
38.6914,39.9294,TR,9165
48.0503,8.2092,DE,9091
48.7411,2.7342,FR,8566
47.1386,8.5844,CH,8867
33.9831,-4.6397,MA,9141
45.85,28.6947,MD,9138
19.7,-71.75,DO,9136
16.8167,-95.1333,MX,9157
22.4708,88.9833,IN,8179
33.7706,-117.2772,US,9195
15.0729,79.9012,IN,8989
47.8936,2.0269,FR,8636
41.5234,-87.5508,US,9194
39.6831,2.8333,ES,8895
39.3663,-107.0414,US,9193
37.1742,-113.6809,US,9192
47.3019,8.6906,CH,8596
50.51,11.1378,DE,9076
31.2136,-9.7058,MA,8026
16.517,81.988,IN,8576
5.3172,-73.3969,CO,9186
38.8585,141.3493,JP,9112
45.6911,9.6125,IT,7574
35.9641,-95.379,US,9185
45.7833,9.35,IT,9075
53.2333,8.4667,DE,9105
32.9781,130.6058,JP,9092
51.7928,-114.1067,CA,9184
38.3203,-6.7714,ES,9171
13.8833,78.5333,IN,8999
-34.8661,-55.2747,UY,8830
45.605,9.6297,IT,8082
42.0141,-71.3364,US,9183
33.4467,-7.3283,MA,9129
39.8458,-75.4891,US,9181
45.3719,4.8117,FR,8453
40.5475,-84.3931,US,9180
40.2744,-85.837,US,9180
45.7939,9.6656,IT,8926
51.0667,13.0167,DE,8964
18.2787,78.7108,IN,8665
-13.0789,-39.0019,BR,9127
52.2453,19.6236,PL,9021
42.9177,24.2574,BG,9152
50.4994,24.765,UA,9134
43.1069,26.4198,BG,9131
47.65,26.37,RO,9015
53.9944,10.7825,DE,8742
41.3051,-73.3916,US,9176
48.2167,12.6833,DE,8932
36.5793,-82.5096,US,9175
27.8708,52.0272,IR,8753
38.2129,-91.1636,US,9172
42.6465,-73.7328,US,9171
-38.15,144.5667,AU,7519
48.7406,2.7681,FR,8613
-33.3442,-55.6313,UY,7176
51.781,-3.7511,GB,8092
50.3558,9.0553,DE,9001
17.0331,80.8056,IN,8907
39.1167,16.7833,IT,9073
49.9333,10.8833,DE,8575
43.9328,132.0091,RU,9153
49.9328,10.9533,DE,8828
39.3711,38.1136,TR,9160
-33.285,19.1378,ZA,8969
22.5643,88.068,IN,7813
22.89,4.8472,DZ,9163
40.2315,-75.4644,US,9163
40.1304,-75.428,US,9163
-7.9256,-38.9717,BR,9142
46.0667,12.5833,IT,9080
33.9874,-117.0542,US,9160
-21.1889,-45.4408,BR,9128
38.8945,-77.2316,US,9158
-22,15.6,NA,9147
41.5297,25.4064,BG,9114
54.1622,10.4214,DE,8914
43.2333,11.4167,IT,9070
-34.7667,-55.7167,UY,7896
41.5391,-87.6857,US,9155
39.3448,-84.4381,US,9155
-17.5269,-43.0158,BR,9148
42.3718,-83.468,US,9154
28.5478,-107.4856,MX,7751
45.8114,-122.705,US,9153
46.5764,24.6042,RO,8800
52.8333,9,DE,9070
45.8306,10.0992,IT,9151
41.1599,-112.2871,US,9152
43.1667,10.6,IT,9088
35.5464,36.6431,SY,8817
45.6469,11.8281,IT,8390
37.2294,50.2539,IR,8840
47.7995,-116.8908,US,9150
36.6144,5.0872,DZ,8766
50.5864,107.5975,RU,9145
16.9929,-97.5498,MX,9066
48.1112,-96.1771,US,9147
47.5958,9.6,DE,8720
15.1671,-90.8481,GT,9073
18.7458,77.9483,IN,8802
48.1597,-1.5797,FR,8519
9.245,-74.4992,CO,9107
35.9815,-87.1291,US,9146
47.035,-1.64,FR,8991
-12.5289,-41.5589,BR,9130
55.958,-2.774,GB,9130
-33.715,150.312,AU,7964
-20.7889,-48.33,BR,9101
-20.2458,-50.6428,BR,9135
51.2833,91.5667,RU,9139
35.6764,137.9194,JP,9038
33.1399,-96.6116,US,9141
47.79,9.8842,DE,9043
43.4933,6.3611,FR,9001
13.65,-88.5,SV,9015
46.0607,-113.0679,US,9140
47.7478,23.2853,RO,8987
50.6039,13.7463,CZ,8582
50.3872,3.1131,FR,7427
48.555,3.0147,FR,8775
43.63,-81.28,CA,9138
43.3472,11.5042,IT,9086
33.5566,-79.0593,US,9137
47.3164,9.5664,CH,8878
12.6333,76.9167,IN,8528
52.1,8.3,DE,8973
40.6422,29.1203,TR,8953
52.695,-2.451,GB,8517
16.525,120.4583,PH,9006
43.6481,3.8017,FR,8603
45.3333,9.1,IT,7257
51.0333,3.1333,BE,8793
48.42,22.5611,UA,9028
34.7235,-81.6248,US,9132
49.2475,8.7239,DE,8571
32.9608,-7.9222,MA,9084
49.0453,-1.4453,FR,8454
-20.0878,-43.7889,BR,9090
30.7467,-7.9258,MA,9100
16.1086,102.2581,TH,9012
-16.6189,-42.1819,BR,9117
-18.9,-66.7667,BO,9114
38.8503,-77.2322,US,9127
44.5453,4.6822,FR,8796
16.2955,99.8089,TH,8971
52.1167,9.7333,DE,8939
-9.1889,-43.0458,BR,9098
52.3667,13.5831,DE,8222
43.4053,11.7706,IT,9035
49.1989,11.3292,DE,9013
42.1892,14.2216,IT,8966
36.922,-93.9261,US,9124
16.9833,80.5167,IN,8256
44.3896,8.6462,IT,9123
51.6167,13.5667,DE,9062
54.7167,37.1833,RU,9101
-32.1833,-64.4167,AR,9107
46.6125,14.0419,AT,8952
43.3186,45.9878,RU,8972
54.0833,37.8167,RU,9043
50.5273,14.9714,CZ,8858
41.7361,-92.7244,US,9116
41.2012,-77.2666,US,9116
40.1333,18.2,IT,8958
54.857,-1.737,GB,7774
42.4067,-82.8992,US,9114
44.0674,-103.1223,US,9114
43.3333,-6.4167,ES,9096
48.0114,23.5722,UA,9019
39.4111,-77.3026,US,9112
38.9373,-76.5572,US,9112
12.05,124.15,PH,8805
45.7167,8.7,IT,8711
48.1992,17.3003,SK,8801
49.1964,12.2686,DE,9019
57.4667,41.9667,RU,9096
45.8833,12.1167,IT,8798
-18.9158,-50.6539,BR,9100
16.1584,79.4321,IN,8861
48.7772,17.6956,SK,8932
31.0927,-87.4763,US,9107
55.5911,38.1803,RU,8904
60.6292,23.5139,FI,9093
43.0097,11.1683,IT,9074
45.5667,11.3667,IT,8709
44.039,26.6194,BG,9076
-37.7833,176.3167,NZ,8230
44.6953,10.2416,IT,8873
16.243,103.0627,TH,8984
59.9642,40.1912,RU,9099
40.0237,-75.8866,US,9103
17.5898,103.9859,TH,9013
48.6372,9.1317,DE,8717
18.6667,83.2667,IN,8272
-45.9257,-67.5526,AR,9098
40.641,-80.184,US,9098
48.81,2.6228,FR,7689
43.7447,-87.9657,US,9097
32.4233,-80.7454,US,9097
0.53,101.435,ID,7745
18.5,77.6333,IN,8841
60.2528,10.6672,NO,9062
40.307,-105.0419,US,9094
-30.1908,-52.3739,BR,9083
46.1164,3.4042,FR,8638
40.4261,22.9281,GR,8979
-37.8333,147.6167,AU,7580
-11.1919,-37.6739,BR,8833
39.9705,-86.3612,US,9092
45.8,9.3833,IT,8545
46.7856,29.6086,MD,9000
49.1466,6.8157,FR,7892
57.061,-2.13,GB,9090
47.7886,-3.4153,FR,8725
51.2611,7.4667,DE,8938
31.5793,-106.2632,US,9089
34.4233,-79.3689,US,9089
43.6136,1.0808,FR,8961
15.0697,101.1182,TH,9003
51.6831,13.2331,DE,9027
45.8519,18.2986,HU,8912
35.5058,-98.9724,US,9087
37.8854,-122.4637,US,9084
40.9141,-90.6423,US,9084
-2.8389,-58.2092,BR,9081
31.1661,74.9417,IN,8662
32.8311,-96.8012,US,9083
28.7321,-82.4986,US,9082
43.8269,17.0081,BA,9045
43.7714,1.2931,FR,8841
52.85,9.2333,DE,8972
16.4402,79.6235,IN,8816
41.8167,-7,PT,9066
35.206,-114.2327,US,9079
-20.1719,-42.2708,BR,9030
23.8229,86.9839,IN,8399
42.1494,-79.9946,US,9077
45.7375,9.6564,IT,9042
43.5925,5.1281,FR,8947
49.9533,8.6297,DE,7996
58.3574,59.8224,RU,9039
14.1667,79.3333,IN,8943
-33.7483,150.6678,AU,8421
64.8,26,FI,9063
40.9833,24.7,GR,8885
51.0667,5.9831,DE,8784
40.3277,-79.6139,US,9074
49.7147,16.2655,CZ,8808
54.376,-2.907,GB,8359
-37.8097,175.7733,NZ,7806
-23.0117,-47.5269,BR,9004
14.4921,100.4448,TH,8758
49.1981,8.2792,DE,8648
38.762,-76.7857,US,9071
52.6331,13.7331,DE,8994
35.185,-3.0481,MA,8930
49.5467,5.8397,LU,7485
43.3884,-123.3231,US,9067
31.5833,-9.5333,MA,8989
45.2833,11.5333,IT,9015
52.2719,4.9703,NL,8791
-37.5833,145.0333,AU,9060
-18.1439,-49.0439,BR,9054
47.8744,-122.3078,US,9064
49.84,9.1414,DE,8712
43.2139,-71.0424,US,9063
43.0691,-70.9516,US,9063
45.7833,9.0167,IT,8041
44.3294,27.7315,RO,7986
40.3833,-3.4,ES,8860
25.3383,87.8929,IN,7829
49.9217,4.0839,FR,8800
42.7689,2.8739,FR,8756
45.9889,-123.9214,US,9060
41.8385,23.4888,BG,9032
55.6749,-3.777,GB,9050
-6.1578,-35.6008,BR,9011
37.0617,14.9028,IT,8665
47.4394,-1.4983,FR,8925
51.0186,3.6378,BE,8468
41.9333,13.1,IT,8916
48.2505,6.4195,FR,8748
8.9667,126.2667,PH,8979
-28.05,153.3667,AU,7071
41.55,13.5167,IT,8823
45.9089,8.6204,IT,8684
40.6453,-80.11,US,9053
44.735,4.5992,FR,8363
-25.7058,-52.9178,BR,9028
39.8646,-76.8189,US,9051
45.6666,-110.5538,US,9050
42.1435,12.5047,IT,8689
-20.8458,-49.63,BR,9008
44.0031,4.9267,FR,8534
16.917,-96.4,MX,7547
31.0512,-93.2159,US,9048
27.8683,-80.51,US,9047
51.72,11.2375,DE,8940
58.3272,6.6667,NO,9027
37.6695,-95.4621,US,9042
49.4318,25.1544,UA,8989
43.0903,-83.7039,US,9041
50.7372,3.0794,FR,8329
22.6864,88.1069,IN,7113
42.4264,-2.4181,ES,8608
49.1331,-98.0656,CA,9038
45.2925,4.1722,FR,8854
42.3244,42.4222,GE,8987
33.4492,-90.6447,US,9037
44.65,11.3833,IT,8749
-9.2358,-37.35,BR,9004
17.3333,78.4,IN,7288
44.7835,-68.7352,US,9035
48.3939,39.1536,UA,8974
53.5022,8.0139,DE,8835
-11.8078,-39.1189,BR,9011
44.6167,10.6,IT,8830
20.0033,-101.4144,MX,7806
18.3411,-66.3124,PR,9031
38.3987,-85.375,US,9031
43.0203,-89.2858,US,9031
29.1031,-82.005,US,9031
40.8847,-82.6578,US,9031
43.0813,-71.7219,US,9031
39.609,3.2853,ES,8920
35.0864,-80.8915,US,9028
52.7347,5.1492,NL,8746
48.4906,-2.7381,FR,8447
15.457,99.8961,TH,8931
40.75,20.7167,AL,8922
-5.6008,-47.6378,BR,8997
41.45,44.5333,GE,8967
51.0525,4.205,BE,8480
45.5847,9.4158,IT,7350
45.4031,4.3644,FR,7889
31.4988,-97.2314,US,9024
38.9996,-84.6797,US,9023
41.116,-73.9436,US,9023
45.387,-92.8477,US,9023
43.218,27.558,BG,8915
36.7924,-108.7005,US,9020
48.25,31.4167,UA,8994
50.8532,-1.301,GB,7183
53.291,-3.704,GB,8113
44.8933,28.7119,RO,8940
45.0278,-93.2174,US,9013
45.4153,25.5375,RO,8894
43.6422,6.8758,FR,8173
51.0906,2.9803,BE,8784
45.3364,23.1525,RO,8972
46.6868,-67.9874,US,9007
41.4798,-72.3943,US,9007
40.6417,14.4167,IT,7947
49.8641,10.2269,DE,8857
-40.9667,-72.9,CL,8999
60.5347,24.2097,FI,8969
48.3397,14.4256,AT,8790
48.0722,9.9481,DE,8856
43.3213,-77.9135,US,9003
-11.71,-47.7228,BR,9000
37.6833,15.1333,IT,8553
16.3514,-94.4836,MX,8980
48.6206,2.4892,FR,7484
41.2471,-87.8457,US,9002
54.5667,33.1667,RU,8993
14.6,74.8333,IN,8844
-23.4108,-52.7608,BR,8996
41.015,-74.6639,US,8999
44.7283,5.0222,FR,8629
49.0747,12.1944,DE,8706
-11.2833,34.7667,TZ,8997
36.7928,-89.9634,US,8996
39.4797,-0.6844,ES,8871
38.756,-108.0772,US,8995
46.9525,16.2736,HU,8864
49.7812,14.1672,CZ,8828
48.4333,22.2,UA,8897
30.0861,-6.8736,MA,8986
-30.3592,-66.3133,AR,8989
46.1333,7.1167,CH,8759
40.2115,-77.006,US,8990
42.2478,-84.7572,US,8990
42.3514,11.6078,IT,8978
43.2906,-72.4809,US,8989
46.3603,2.5344,FR,8742
21.6667,-103.3333,MX,8972
20.9156,-156.3022,US,8987
47.85,17.7667,SK,8828
31.9372,-81.0449,US,8986
41.3575,-89.0718,US,8986
22.9187,88.8301,IN,7441
33.2122,-7.7164,MA,8920
36.0028,-84.8711,US,8985
46.1086,4.7492,FR,8198
44.0826,-93.5025,US,8984
-15.7258,-41,BR,8974
52.0245,0.7497,GB,8908
45.7,11.5667,IT,8586
44.2231,42.0225,RU,8836
50.0016,16.2231,CZ,8584
6.2325,-75.1586,CO,8844
44.89,1.2167,FR,8793
54.3211,-4.3844,IM,7309
49.3444,6.1342,FR,7120
-15.595,-39.8769,BR,8969
-6.1269,-36.8178,BR,8959
15.6392,77.5303,IN,8743
47.0131,26.8657,RO,8722
43.86,4.4439,FR,8635
48.1167,12.5833,DE,8642
37.7679,-89.3321,US,8976
48.99,29.8011,UA,8925
-19.5489,-44.1169,BR,8881
5.7069,-77.2703,CO,8958
39.7621,-75.9705,US,8975
50.75,3.9667,BE,8725
45.1786,23.3814,RO,8932
50.3158,8.8631,DE,8753
48.8464,2.06,FR,7577
12.0702,99.8667,TH,8916
-15.9658,-41.4978,BR,8959
-11.5589,-43.2808,BR,8967
39.5332,-76.4452,US,8972
38.5483,-77.3195,US,8972
46.6419,4.3711,FR,8616
47.2,19.0167,HU,8876
42.5539,9.4275,FR,8739
34.705,-81.2132,US,8967
41.8292,2.8933,ES,8851
56.0767,37.0622,RU,8834
43.6991,10.5831,IT,8642
44.6175,11.4717,IT,8760
44.9667,10.6833,IT,8962
39.8401,-104.9171,US,8962
44.7667,-79.9333,CA,8962
23.6488,111.6929,CN,8913
45.75,11,IT,8887
50.5833,11.8167,DE,8854
30.3141,-89.9311,US,8960
45.7138,-122.7104,US,8959
43.5225,5.2539,FR,8616
43.0792,-77.3095,US,8957
55.8908,-4.1522,GB,7450
51.7422,4.5514,NL,8793
48.8669,25.0012,UA,8886
-2.7489,-58.0219,BR,8953
51.2778,12.5883,DE,8735
14.15,78.8667,IN,8720
48.5222,9.1208,DE,8597
48.0481,-1.5031,FR,8028
48.6833,10.9167,DE,8836
33.0617,130.5414,JP,8821
51.25,8.1667,DE,8870
-15.3539,-49.7078,BR,8928
50.8981,11.8567,DE,7893
47.1694,-122.3628,US,8946
38.3716,-93.7679,US,8945
38.8733,48.8139,AZ,8661
55.65,-3.18,GB,8940
48.6889,9.7358,DE,7983
49.692,11.6333,DE,8818
61.5986,5.0172,NO,8925
49.35,-124.4333,CA,8943
20.1842,-99.3808,MX,8893
45.8761,4.8411,FR,7560
-22.0289,-46.3369,BR,8924
-22.1,-48.3178,BR,8897
47.2636,-1.6683,FR,8451
59.8236,22.9681,FI,8864
34.2531,-117.1945,US,8940
-18.545,-41.9219,BR,8920
45.8833,9.95,IT,8608
-20.0308,-49.3828,BR,8924
39.7202,-84.1733,US,8936
-34.2914,-55.9542,UY,7133
30.8434,-9.8186,MA,8866
53.4,8.0167,DE,8821
44.8228,-87.366,US,8934
48.2994,16.5644,AT,8651
56.4333,59.1167,RU,8921
39.0901,33.0807,TR,8905
37.7373,-88.5457,US,8933
38.8878,-3.7122,ES,8896
37.2118,-95.7328,US,8931
52.3833,10.5333,DE,8706
37.7729,75.2272,CN,8919
11.7,125.0167,PH,8704
48.7681,2.1669,FR,8124
40.3,18.1333,IT,8689
33.5737,-86.9002,US,8924
37.9667,13.1833,IT,8634
15.0667,77.1833,IN,8763
-16.0444,-68.685,BO,8857
42.4603,12.3861,IT,8795
62.0833,32.3667,RU,8920
-19.9478,-45.1658,BR,8885
40.1467,45.2642,AM,8553
49.1167,9.1333,DE,8270
48.4059,35.2734,UA,8854
49.5833,42.7333,RU,8914
47.7653,8.7844,DE,8754
40.9047,-74.4048,US,8919
50.9336,12.7058,DE,8780
-21.9569,-42.135,BR,8895
45.3409,-93.3264,US,8917
37.7654,-84.8474,US,8916
41.4884,-82.0978,US,8916
38.1139,-0.9056,ES,8058
18.8022,77.9836,IN,8563
43.5503,5.0347,FR,8593
-20.0765,146.2614,AU,8126
-14.3878,-41.8789,BR,8896
52.8211,83.1197,RU,8906
-6.6878,-34.9358,BR,8826
45.5047,-122.8051,US,8912
17.6167,120.4,PH,8190
48.0333,28.7,MD,8871
40.0801,-76.1854,US,8911
55.8333,48.25,RU,8866
32.6973,-97.607,US,8909
8.8658,98.3413,TH,8815
47.6714,51.5798,KZ,8905
51.6609,-3.8399,GB,8500
22.7657,88.7974,IN,7317
38.4028,-85.7706,US,8908
50.7758,11.0825,DE,8420
22.6938,88.1936,IN,7068
35.1523,-97.6613,US,8907
55.755,-4.686,GB,7340
47.2957,9.083,CH,8736
22.15,-102.4167,MX,8896
44.0265,-70.09,US,8906
22.2799,88.9267,IN,8152
17.7042,79.6081,IN,8618
33.9007,-86.0238,US,8905
32.2222,-95.2217,US,8905
35.9981,36.7847,SY,8540
60.3972,23.0778,FI,8879
30.4998,-91.1081,US,8903
50.4333,21.2833,PL,8419
41.4901,-75.6891,US,8902
44.0994,10.0178,IT,8346
4.5672,-74.9533,CO,8873
12.827,101.6692,TH,8468
52.651,1.733,GB,8901
16.0528,76.8877,IN,8682
34.757,-87.6977,US,8901
16.8333,121,PH,8866
44.8118,-73.0846,US,8900
31.7025,-5.8119,MA,8866
-9.03,-36.5689,BR,8844
61.8,36.5333,RU,8897
41.1,16.0833,IT,8864
39.5404,-75.1291,US,8898
48.3069,16.3553,AT,8137
42.7,-8.2333,ES,8845
45.7067,11.8069,IT,8130
-12.0169,-38.6169,BR,8839
33.5667,-5.65,MA,8865
17.6625,78.3667,IN,8032
-38.377,144.838,AU,8416
16.3667,-95.0167,MX,8795
48.0067,9.6586,DE,8734
49.4122,7.5722,DE,8348
40.5092,-79.895,US,8892
40.9833,19.8833,AL,8781
35.2256,-89.5372,US,8891
45.5164,-122.7654,US,8888
37.6552,-77.5775,US,8888
7.3433,134.4804,PW,8744
-8.8508,-38.7558,BR,8887
53.9697,14.7858,PL,8807
32.155,-5.6347,MA,8870
-11.7323,43.2671,KM,8438
50.2441,21.7761,PL,8732
46.55,6.55,CH,8736
-4.745,-37.9589,BR,8866
51.3865,11.8696,DE,8783
-22.1878,-52.7178,BR,8885
35.9208,74.3144,PK,8851
39.6349,-105.3356,US,8885
15.55,37.8833,ER,8857
45.0553,5.67,FR,8580
49.1021,7.993,DE,8124
37.8509,-81.9857,US,8882
48.25,18.3167,SK,8656
-28.7239,-51.705,BR,8840
49.8694,8.3375,DE,8443
43.7237,11.4507,IT,8718
47.6336,18.8269,HU,8391
43.1113,-75.7582,US,8877
33.7053,-84.3155,US,8877
50.35,11.2417,DE,8787
45.6394,9.6842,IT,8744
45.1833,7.8333,IT,8822
52.2419,5.0275,NL,8562
41.8506,2.2292,ES,8368
32.7128,-5.8042,MA,8849
40.6333,-3.8833,ES,8680
54.3667,12.7167,DE,8658
58.2833,43.8667,RU,8865
4.7336,-74.3422,CO,8788
52.7167,30.5667,BY,8850
46.05,-73.4333,CA,8868
44.6904,10.8389,IT,8808
34.1333,-4.4,MA,8748
50.4333,8.3667,DE,8753
40.9333,-75.2844,US,8866
16.6167,77.85,IN,8047
53.7025,9.1394,DE,8673
40.4333,17.7333,IT,8671
43.47,-81.2,CA,8865
57.0333,34.1667,RU,8857
35.043,-94.6357,US,8863
32.6811,-17.1042,PT,8862
43.5239,-70.3904,US,8862
52.7997,12.7667,DE,8829
50.65,6.2,DE,8640
18.0867,-67.1482,PR,8861
30.2249,-7.796,MA,8848
42.0525,-71.7516,US,8859
44.5459,-93.5758,US,8859
35.067,-3.967,MA,8715
18.3667,83.45,IN,8445
-13.475,-40.2239,BR,8836
48.9339,2.5719,FR,7003
-20.5928,-47.64,BR,8823
18.5261,98.9394,TH,8645
32.2642,130.9358,JP,8800
40.3774,-76.3142,US,8853
33.5717,130.8542,JP,8786
-6.2239,-57.7539,BR,8852
40.8177,-73.4703,US,8852
23.78,87.08,IN,8173
57.7934,-152.406,US,8851
49.35,11.2333,DE,8469
-15.0389,-41.935,BR,8834
41.7667,19.8833,AL,8803
47.9675,-1.795,FR,8646
40.0494,43.6608,TR,8827
43.6169,1.2847,FR,8517
-35.5331,144.9667,AU,7862
26.0899,-99.6147,MX,7169
39.3575,-0.6031,ES,8655
47.58,18.88,HU,8536
42.1278,12.5,IT,8564
40.6155,-80.2547,US,8844
39.3036,-80.2477,US,8842
49.0014,9.2931,DE,8512
45.285,5.8828,FR,8260
38.7439,-90.3361,US,8841
47.6556,7.5658,DE,8642
41.1732,-112.0024,US,8838
31.05,-7.2167,MA,8820
40.2188,-76.7602,US,8837
-23.745,-51.3078,BR,8814
15.2167,102.5,TH,8696
45.0408,-0.1289,FR,8582
42.4,14.05,IT,8652
40.364,-4.401,ES,8760
47.7333,9.2458,DE,8305
52.1136,4.5058,NL,8450
9.7571,98.5915,TH,8569
42.8167,74.2333,KG,8749
39.4653,-5.8789,ES,8821
55.0667,57.55,RU,8768
35.5661,-89.6482,US,8834
50.4553,2.6186,FR,7603
33.4489,52.4936,IR,8830
50.3661,15.6319,CZ,8439
48.4692,9.9417,DE,8686
-34.5444,-55.8719,UY,7000
51.6089,6.3769,DE,8675
-20.735,-49.5839,BR,8773
37.9306,14.0883,IT,8688
45.6361,-89.4256,US,8830
42.887,-70.8613,US,8830
35.285,140.2456,JP,8762
48.0394,-1.7039,FR,8023
30.6901,-92.2744,US,8829
44.2,-78.4667,CA,8829
32.0989,-7.3861,MA,8774
41.3658,-81.9042,US,8828
60.0708,23.6625,FI,8787
41.6425,13.474,IT,8525
41.3566,-73.0102,US,8827
49.8542,5.2533,BE,8763
51.5942,11.4547,DE,8765
42.1347,-87.7641,US,8826
45.9222,6.0631,FR,8109
